sku_id,product_name,brand,category,subcategory,base_price,quality_score,price_tier,overpriced_flag,weak_listing_flag
FLX-0009,FlexStep Everyday Swimwear,FlexStep,Sports & Outdoor,Swimwear,299.0,0.68,Value,False,False
FLX-0010,FlexStep Comfort Fit Outdoor Sandals,FlexStep,Sports & Outdoor,Outdoor Sandals,448.0,0.691,Mid-Market,False,False
FLX-0011,FlexStep Urban Outdoor Sandals,FlexStep,Sports & Outdoor,Outdoor Sandals,444.0,0.726,Mid-Market,False,False
FLX-0012,FlexStep Lumen Quick-Dry Tee,FlexStep,Sports & Outdoor,Quick-Dry Tee,384.0,0.814,Mid-Market,False,False
FLX-0013,FlexStep Breathable Sports Backpack,FlexStep,Sports & Outdoor,Sports Backpack,369.0,0.726,Mid-Market,True,False
FLX-0014,FlexStep GripPro Down Jacket,FlexStep,Sports & Outdoor,Down Jacket,287.0,0.384,Value,False,False
FLX-0015,FlexStep CushionFlex Sports Backpack,FlexStep,Sports & Outdoor,Sports Backpack,375.0,0.861,Mid-Market,False,False
FLX-0016,FlexStep Trail Ready Yoga Set,FlexStep,Sports & Outdoor,Yoga Set,193.0,0.448,Value,False,False
FLX-0017,FlexStep Limited Sports Backpack,FlexStep,Sports & Outdoor,Sports Backpack,394.0,0.652,Mid-Market,False,False
FLX-0018,FlexStep Vintage Shell Jacket,FlexStep,Sports & Outdoor,Shell Jacket,347.0,0.385,Mid-Market,True,False
FLX-0019,FlexStep TechFeel Sports Backpack,FlexStep,Sports & Outdoor,Sports Backpack,561.0,0.567,Premium,True,False
FLX-0020,FlexStep Durable Swimwear,FlexStep,Sports & Outdoor,Swimwear,392.0,0.702,Mid-Market,False,False
FLX-0021,FlexStep AirLite Shell Jacket,FlexStep,Sports & Outdoor,Shell Jacket,310.0,0.534,Value,False,False
FLX-0022,FlexStep Breeze Sports Backpack,FlexStep,Sports & Outdoor,Sports Backpack,655.0,0.725,Premium,False,False
FLX-0023,FlexStep SunCore Swimwear,FlexStep,Sports & Outdoor,Swimwear,579.0,0.672,Premium,False,False
FLX-0024,FlexStep Minimal Down Jacket,FlexStep,Sports & Outdoor,Down Jacket,458.0,0.584,Mid-Market,False,False
FLX-0025,FlexStep CloudSoft Shell Jacket,FlexStep,Sports & Outdoor,Shell Jacket,203.0,0.794,Value,False,False
FLX-0026,FlexStep Featherweight Swimwear,FlexStep,Sports & Outdoor,Swimwear,548.0,0.803,Premium,True,False
FLX-0027,FlexStep Classic Quick-Dry Tee,FlexStep,Sports & Outdoor,Quick-Dry Tee,615.0,0.673,Premium,False,False
FLX-0028,FlexStep New Season Swimwear,FlexStep,Sports & Outdoor,Swimwear,443.0,0.813,Mid-Market,False,True
FLX-0029,FlexStep Everyday Outdoor Sandals,FlexStep,Sports & Outdoor,Outdoor Sandals,678.0,0.693,Premium,False,False
FLX-0030,FlexStep Comfort Fit Hiking Shoes,FlexStep,Sports & Outdoor,Hiking Shoes,522.0,0.798,Premium,False,False
FLX-0031,FlexStep Urban Outdoor Sandals,FlexStep,Sports & Outdoor,Outdoor Sandals,189.0,0.569,Value,False,False
FLX-0032,FlexStep Lumen Quick-Dry Tee,FlexStep,Sports & Outdoor,Quick-Dry Tee,252.0,0.723,Value,False,True
FLX-0033,FlexStep Breathable Quick-Dry Tee,FlexStep,Sports & Outdoor,Quick-Dry Tee,597.0,0.643,Premium,False,False
FLX-0034,FlexStep GripPro Training Shoes,FlexStep,Sports & Outdoor,Training Shoes,234.0,0.659,Value,False,True
FLX-0035,FlexStep CushionFlex Outdoor Sandals,FlexStep,Sports & Outdoor,Outdoor Sandals,545.0,0.766,Premium,True,False
FLX-0036,FlexStep Trail Ready Training Pants,FlexStep,Sports & Outdoor,Training Pants,427.0,0.898,Mid-Market,True,False
FLX-0037,FlexStep Limited Training Shoes,FlexStep,Sports & Outdoor,Training Shoes,307.0,0.866,Value,True,False
FLX-0038,FlexStep Vintage Swimwear,FlexStep,Sports & Outdoor,Swimwear,492.0,0.814,Mid-Market,False,False
FLX-0039,FlexStep TechFeel Outdoor Sandals,FlexStep,Sports & Outdoor,Outdoor Sandals,425.0,0.488,Mid-Market,False,False
FLX-0040,FlexStep Durable Sports Backpack,FlexStep,Sports & Outdoor,Sports Backpack,474.0,0.769,Mid-Market,True,False
FLX-0041,FlexStep AirLite Outdoor Sandals,FlexStep,Sports & Outdoor,Outdoor Sandals,265.0,0.616,Value,False,False
FLX-0042,FlexStep Breeze Outdoor Sandals,FlexStep,Sports & Outdoor,Outdoor Sandals,208.0,0.805,Value,False,False
FLX-0043,FlexStep SunCore Training Pants,FlexStep,Sports & Outdoor,Training Pants,351.0,0.467,Mid-Market,False,False
FLX-0044,FlexStep Minimal Sports Backpack,FlexStep,Sports & Outdoor,Sports Backpack,315.0,0.505,Value,False,False
FLX-0045,FlexStep CloudSoft Hiking Shoes,FlexStep,Sports & Outdoor,Hiking Shoes,399.0,0.531,Mid-Market,True,False
FLX-0046,FlexStep Featherweight Hiking Shoes,FlexStep,Sports & Outdoor,Hiking Shoes,420.0,0.63,Mid-Market,False,False
FLX-0047,FlexStep Classic Quick-Dry Tee,FlexStep,Sports & Outdoor,Quick-Dry Tee,407.0,0.316,Mid-Market,False,False
FLX-0048,FlexStep New Season Shell Jacket,FlexStep,Sports & Outdoor,Shell Jacket,265.0,0.581,Value,False,False
FLX-0049,FlexStep Everyday Swimwear,FlexStep,Sports & Outdoor,Swimwear,292.0,0.882,Value,True,False
FLX-0050,FlexStep Comfort Fit Swimwear,FlexStep,Sports & Outdoor,Swimwear,472.0,0.651,Mid-Market,True,False
FLX-0051,FlexStep Urban Shell Jacket,FlexStep,Sports & Outdoor,Shell Jacket,347.0,0.399,Mid-Market,True,False
FLX-0052,FlexStep Lumen Sports Backpack,FlexStep,Sports & Outdoor,Sports Backpack,329.0,0.857,Value,False,False
FLX-0053,FlexStep Breathable Swimwear,FlexStep,Sports & Outdoor,Swimwear,689.0,0.512,Premium,False,False
FLX-0054,FlexStep GripPro Training Pants,FlexStep,Sports & Outdoor,Training Pants,232.0,0.62,Value,True,False
FLX-0055,FlexStep CushionFlex Outdoor Sandals,FlexStep,Sports & Outdoor,Outdoor Sandals,237.0,0.65,Value,False,True
FLX-0056,FlexStep Trail Ready Training Shoes,FlexStep,Sports & Outdoor,Training Shoes,598.0,0.536,Premium,False,False
FLX-0057,FlexStep Limited Yoga Set,FlexStep,Sports & Outdoor,Yoga Set,500.0,0.335,Mid-Market,False,False
FLX-0058,FlexStep Vintage Hiking Shoes,FlexStep,Sports & Outdoor,Hiking Shoes,680.0,0.824,Premium,False,False
FLX-0059,FlexStep TechFeel Hiking Shoes,FlexStep,Sports & Outdoor,Hiking Shoes,246.0,0.862,Value,False,True
FLX-0060,FlexStep Durable Shell Jacket,FlexStep,Sports & Outdoor,Shell Jacket,272.0,0.84,Value,False,False
TRF-0001,TrailForge AirLite Sports Backpack,TrailForge,Sports & Outdoor,Sports Backpack,552.0,0.542,Mid-Market,False,False
TRF-0002,TrailForge Breeze Outdoor Sandals,TrailForge,Sports & Outdoor,Outdoor Sandals,161.0,0.547,Value,False,False
TRF-0003,TrailForge SunCore Swimwear,TrailForge,Sports & Outdoor,Swimwear,696.0,0.814,Premium,True,False
TRF-0004,TrailForge Minimal Swimwear,TrailForge,Sports & Outdoor,Swimwear,197.0,0.812,Value,False,False
TRF-0005,TrailForge CloudSoft Training Shoes,TrailForge,Sports & Outdoor,Training Shoes,313.0,0.874,Value,False,False
TRF-0006,TrailForge Featherweight Yoga Set,TrailForge,Sports & Outdoor,Yoga Set,853.0,0.462,Premium,False,False
TRF-0007,TrailForge Classic Swimwear,TrailForge,Sports & Outdoor,Swimwear,263.0,0.53,Value,False,False
TRF-0008,TrailForge New Season Quick-Dry Tee,TrailForge,Sports & Outdoor,Quick-Dry Tee,500.0,0.586,Mid-Market,False,False
TRF-0009,TrailForge Everyday Shell Jacket,TrailForge,Sports & Outdoor,Shell Jacket,265.0,0.555,Value,False,False
TRF-0010,TrailForge Comfort Fit Down Jacket,TrailForge,Sports & Outdoor,Down Jacket,252.0,0.674,Value,True,False
TRF-0011,TrailForge Urban Sports Backpack,TrailForge,Sports & Outdoor,Sports Backpack,485.0,0.758,Mid-Market,False,False
TRF-0012,TrailForge Lumen Quick-Dry Tee,TrailForge,Sports & Outdoor,Quick-Dry Tee,488.0,0.839,Mid-Market,False,False
TRF-0013,TrailForge Breathable Outdoor Sandals,TrailForge,Sports & Outdoor,Outdoor Sandals,651.0,0.742,Premium,False,False
TRF-0014,TrailForge GripPro Shell Jacket,TrailForge,Sports & Outdoor,Shell Jacket,629.0,0.815,Mid-Market,False,False
TRF-0015,TrailForge CushionFlex Outdoor Sandals,TrailForge,Sports & Outdoor,Outdoor Sandals,576.0,0.639,Mid-Market,False,False
TRF-0016,TrailForge Trail Ready Hiking Shoes,TrailForge,Sports & Outdoor,Hiking Shoes,780.0,0.604,Premium,False,False
TRF-0017,TrailForge Limited Yoga Set,TrailForge,Sports & Outdoor,Yoga Set,514.0,0.715,Mid-Market,False,False
TRF-0018,TrailForge Vintage Sports Backpack,TrailForge,Sports & Outdoor,Sports Backpack,308.0,0.681,Value,False,False
TRF-0019,TrailForge TechFeel Outdoor Sandals,TrailForge,Sports & Outdoor,Outdoor Sandals,293.0,0.771,Value,False,False
TRF-0020,TrailForge Durable Swimwear,TrailForge,Sports & Outdoor,Swimwear,489.0,0.864,Mid-Market,False,False
TRF-0021,TrailForge AirLite Swimwear,TrailForge,Sports & Outdoor,Swimwear,407.0,0.642,Mid-Market,True,False
TRF-0022,TrailForge Breeze Training Shoes,TrailForge,Sports & Outdoor,Training Shoes,892.0,0.728,Premium,True,False
TRF-0023,TrailForge SunCore Down Jacket,TrailForge,Sports & Outdoor,Down Jacket,286.0,0.586,Value,False,True
TRF-0024,TrailForge Minimal Hiking Shoes,TrailForge,Sports & Outdoor,Hiking Shoes,633.0,0.719,Mid-Market,False,False
TRF-0025,TrailForge CloudSoft Training Shoes,TrailForge,Sports & Outdoor,Training Shoes,394.0,0.566,Mid-Market,False,False
TRF-0026,TrailForge Featherweight Sports Backpack,TrailForge,Sports & Outdoor,Sports Backpack,665.0,0.711,Premium,False,False
TRF-0027,TrailForge Classic Yoga Set,TrailForge,Sports & Outdoor,Yoga Set,518.0,0.948,Mid-Market,False,False
TRF-0028,TrailForge New Season Swimwear,TrailForge,Sports & Outdoor,Swimwear,239.0,0.685,Value,False,False
TRF-0029,TrailForge Everyday Down Jacket,TrailForge,Sports & Outdoor,Down Jacket,301.0,0.695,Value,False,False
TRF-0030,TrailForge Comfort Fit Down Jacket,TrailForge,Sports & Outdoor,Down Jacket,308.0,0.74,Value,False,False
TRF-0031,TrailForge Urban Training Shoes,TrailForge,Sports & Outdoor,Training Shoes,555.0,0.722,Mid-Market,False,True
TRF-0032,TrailForge Lumen Shell Jacket,TrailForge,Sports & Outdoor,Shell Jacket,263.0,0.475,Value,False,False
TRF-0033,TrailForge Breathable Swimwear,TrailForge,Sports & Outdoor,Swimwear,366.0,0.711,Value,False,False
TRF-0034,TrailForge GripPro Shell Jacket,TrailForge,Sports & Outdoor,Shell Jacket,351.0,0.544,Value,True,False
TRF-0035,TrailForge CushionFlex Yoga Set,TrailForge,Sports & Outdoor,Yoga Set,535.0,0.431,Mid-Market,False,False
TRF-0036,TrailForge Trail Ready Outdoor Sandals,TrailForge,Sports & Outdoor,Outdoor Sandals,313.0,0.881,Value,False,False
TRF-0037,TrailForge Limited Swimwear,TrailForge,Sports & Outdoor,Swimwear,322.0,0.534,Value,False,False
TRF-0038,TrailForge Vintage Training Pants,TrailForge,Sports & Outdoor,Training Pants,216.0,0.582,Value,True,False
TRF-0039,TrailForge TechFeel Yoga Set,TrailForge,Sports & Outdoor,Yoga Set,631.0,0.585,Mid-Market,True,False
TRF-0040,TrailForge Durable Sports Backpack,TrailForge,Sports & Outdoor,Sports Backpack,292.0,0.654,Value,False,False
TRF-0041,TrailForge AirLite Swimwear,TrailForge,Sports & Outdoor,Swimwear,562.0,0.802,Mid-Market,False,False
TRF-0042,TrailForge Breeze Shell Jacket,TrailForge,Sports & Outdoor,Shell Jacket,219.0,0.496,Value,False,False
TRF-0043,TrailForge SunCore Training Pants,TrailForge,Sports & Outdoor,Training Pants,307.0,0.685,Value,False,False
TRF-0044,TrailForge Minimal Sports Backpack,TrailForge,Sports & Outdoor,Sports Backpack,570.0,0.609,Mid-Market,False,True
TRF-0045,TrailForge CloudSoft Shell Jacket,TrailForge,Sports & Outdoor,Shell Jacket,279.0,0.812,Value,False,False
TRF-0046,TrailForge Featherweight Training Shoes,TrailForge,Sports & Outdoor,Training Shoes,538.0,0.847,Mid-Market,False,False
TRF-0047,TrailForge Classic Training Pants,TrailForge,Sports & Outdoor,Training Pants,755.0,0.728,Premium,False,False
TRF-0048,TrailForge New Season Swimwear,TrailForge,Sports & Outdoor,Swimwear,248.0,0.432,Value,False,False
TRF-0049,TrailForge Everyday Hiking Shoes,TrailForge,Sports & Outdoor,Hiking Shoes,561.0,0.625,Mid-Market,False,False
TRF-0050,TrailForge Comfort Fit Sports Backpack,TrailForge,Sports & Outdoor,Sports Backpack,165.0,0.303,Value,False,False
RGT-0001,RangeTrail AirLite Sports Backpack,RangeTrail,Sports & Outdoor,Sports Backpack,443.0,0.688,Premium,False,False
RGT-0002,RangeTrail Breeze Swimwear,RangeTrail,Sports & Outdoor,Swimwear,195.0,0.652,Value,False,True
RGT-0003,RangeTrail SunCore Training Pants,RangeTrail,Sports & Outdoor,Training Pants,406.0,0.704,Mid-Market,False,False
RGT-0004,RangeTrail Minimal Yoga Set,RangeTrail,Sports & Outdoor,Yoga Set,204.0,0.542,Value,False,False
RGT-0005,RangeTrail CloudSoft Training Shoes,RangeTrail,Sports & Outdoor,Training Shoes,381.0,0.638,Mid-Market,False,False
RGT-0006,RangeTrail Featherweight Outdoor Sandals,RangeTrail,Sports & Outdoor,Outdoor Sandals,490.0,0.805,Premium,True,False
RGT-0007,RangeTrail Classic Hiking Shoes,RangeTrail,Sports & Outdoor,Hiking Shoes,311.0,0.532,Mid-Market,False,True
RGT-0008,RangeTrail New Season Sports Backpack,RangeTrail,Sports & Outdoor,Sports Backpack,362.0,0.808,Mid-Market,True,False
RGT-0009,RangeTrail Everyday Down Jacket,RangeTrail,Sports & Outdoor,Down Jacket,354.0,0.406,Mid-Market,False,False
RGT-0010,RangeTrail Comfort Fit Sports Backpack,RangeTrail,Sports & Outdoor,Sports Backpack,286.0,0.689,Mid-Market,True,False
RGT-0011,RangeTrail Urban Sports Backpack,RangeTrail,Sports & Outdoor,Sports Backpack,519.0,0.487,Premium,True,False
RGT-0012,RangeTrail Lumen Outdoor Sandals,RangeTrail,Sports & Outdoor,Outdoor Sandals,164.0,0.897,Value,False,True
RGT-0013,RangeTrail Breathable Swimwear,RangeTrail,Sports & Outdoor,Swimwear,171.0,0.467,Value,False,False
RGT-0014,RangeTrail GripPro Swimwear,RangeTrail,Sports & Outdoor,Swimwear,594.0,0.743,Premium,False,False
RGT-0015,RangeTrail CushionFlex Swimwear,RangeTrail,Sports & Outdoor,Swimwear,542.0,0.564,Premium,False,False
RGT-0016,RangeTrail Trail Ready Down Jacket,RangeTrail,Sports & Outdoor,Down Jacket,259.0,0.619,Mid-Market,False,False
RGT-0017,RangeTrail Limited Yoga Set,RangeTrail,Sports & Outdoor,Yoga Set,569.0,0.559,Premium,False,False
RGT-0018,RangeTrail Vintage Swimwear,RangeTrail,Sports & Outdoor,Swimwear,354.0,0.482,Mid-Market,False,False
RGT-0019,RangeTrail TechFeel Training Pants,RangeTrail,Sports & Outdoor,Training Pants,281.0,0.723,Mid-Market,True,False
RGT-0020,RangeTrail Durable Outdoor Sandals,RangeTrail,Sports & Outdoor,Outdoor Sandals,165.0,0.446,Value,False,False
RGT-0021,RangeTrail AirLite Training Pants,RangeTrail,Sports & Outdoor,Training Pants,334.0,0.772,Mid-Market,False,False
RGT-0022,RangeTrail Breeze Shell Jacket,RangeTrail,Sports & Outdoor,Shell Jacket,348.0,0.8,Mid-Market,False,False
RGT-0023,RangeTrail SunCore Swimwear,RangeTrail,Sports & Outdoor,Swimwear,571.0,0.831,Premium,False,True
RGT-0024,RangeTrail Minimal Training Shoes,RangeTrail,Sports & Outdoor,Training Shoes,153.0,0.638,Value,False,False
RGT-0025,RangeTrail CloudSoft Swimwear,RangeTrail,Sports & Outdoor,Swimwear,361.0,0.935,Mid-Market,False,False
RGT-0026,RangeTrail Featherweight Hiking Shoes,RangeTrail,Sports & Outdoor,Hiking Shoes,243.0,0.605,Value,False,False
RGT-0027,RangeTrail Classic Outdoor Sandals,RangeTrail,Sports & Outdoor,Outdoor Sandals,219.0,0.783,Value,False,False
RGT-0028,RangeTrail New Season Quick-Dry Tee,RangeTrail,Sports & Outdoor,Quick-Dry Tee,216.0,0.72,Value,False,False
RGT-0029,RangeTrail Everyday Quick-Dry Tee,RangeTrail,Sports & Outdoor,Quick-Dry Tee,420.0,0.634,Mid-Market,False,False
RGT-0030,RangeTrail Comfort Fit Swimwear,RangeTrail,Sports & Outdoor,Swimwear,565.0,0.841,Premium,False,True
RGT-0031,RangeTrail Urban Hiking Shoes,RangeTrail,Sports & Outdoor,Hiking Shoes,340.0,0.479,Mid-Market,False,False
RGT-0032,RangeTrail Lumen Hiking Shoes,RangeTrail,Sports & Outdoor,Hiking Shoes,578.0,0.313,Premium,False,False
RGT-0033,RangeTrail Breathable Swimwear,RangeTrail,Sports & Outdoor,Swimwear,312.0,0.75,Mid-Market,False,False
RGT-0034,RangeTrail GripPro Down Jacket,RangeTrail,Sports & Outdoor,Down Jacket,210.0,0.8,Value,True,False
RGT-0035,RangeTrail CushionFlex Training Shoes,RangeTrail,Sports & Outdoor,Training Shoes,388.0,0.483,Mid-Market,False,False
RGT-0036,RangeTrail Trail Ready Down Jacket,RangeTrail,Sports & Outdoor,Down Jacket,339.0,0.504,Mid-Market,False,True
RGT-0037,RangeTrail Limited Training Shoes,RangeTrail,Sports & Outdoor,Training Shoes,414.0,0.396,Mid-Market,False,False
RGT-0038,RangeTrail Vintage Swimwear,RangeTrail,Sports & Outdoor,Swimwear,406.0,0.763,Mid-Market,False,True
RGT-0039,RangeTrail TechFeel Shell Jacket,RangeTrail,Sports & Outdoor,Shell Jacket,499.0,0.517,Premium,False,False
RGT-0040,RangeTrail Durable Quick-Dry Tee,RangeTrail,Sports & Outdoor,Quick-Dry Tee,145.0,0.434,Value,False,False
PQT-0001,PathQuest AirLite Sports Backpack,PathQuest,Sports & Outdoor,Sports Backpack,160.0,0.9,Value,False,False
PQT-0002,PathQuest Breeze Quick-Dry Tee,PathQuest,Sports & Outdoor,Quick-Dry Tee,356.0,0.792,Mid-Market,False,True
PQT-0003,PathQuest SunCore Quick-Dry Tee,PathQuest,Sports & Outdoor,Quick-Dry Tee,549.0,0.928,Premium,False,False
PQT-0004,PathQuest Minimal Swimwear,PathQuest,Sports & Outdoor,Swimwear,208.0,0.701,Value,False,False
PQT-0005,PathQuest CloudSoft Sports Backpack,PathQuest,Sports & Outdoor,Sports Backpack,261.0,0.807,Mid-Market,False,False
PQT-0006,PathQuest Featherweight Shell Jacket,PathQuest,Sports & Outdoor,Shell Jacket,382.0,0.56,Mid-Market,False,False
PQT-0007,PathQuest Classic Shell Jacket,PathQuest,Sports & Outdoor,Shell Jacket,277.0,0.637,Mid-Market,False,False
PQT-0008,PathQuest New Season Down Jacket,PathQuest,Sports & Outdoor,Down Jacket,197.0,0.428,Value,False,False
PQT-0009,PathQuest Everyday Training Shoes,PathQuest,Sports & Outdoor,Training Shoes,449.0,0.643,Premium,False,True
PQT-0010,PathQuest Comfort Fit Training Pants,PathQuest,Sports & Outdoor,Training Pants,529.0,0.521,Premium,False,False
PQT-0011,PathQuest Urban Training Shoes,PathQuest,Sports & Outdoor,Training Shoes,498.0,0.604,Premium,False,False
PQT-0012,PathQuest Lumen Hiking Shoes,PathQuest,Sports & Outdoor,Hiking Shoes,527.0,0.381,Premium,True,False
PQT-0013,PathQuest Breathable Hiking Shoes,PathQuest,Sports & Outdoor,Hiking Shoes,438.0,0.876,Premium,False,False
PQT-0014,PathQuest GripPro Outdoor Sandals,PathQuest,Sports & Outdoor,Outdoor Sandals,415.0,0.625,Premium,True,False
PQT-0015,PathQuest CushionFlex Outdoor Sandals,PathQuest,Sports & Outdoor,Outdoor Sandals,476.0,0.754,Premium,False,False
PQT-0016,PathQuest Trail Ready Swimwear,PathQuest,Sports & Outdoor,Swimwear,502.0,0.798,Premium,True,False
PQT-0017,PathQuest Limited Hiking Shoes,PathQuest,Sports & Outdoor,Hiking Shoes,245.0,0.62,Mid-Market,False,False
PQT-0018,PathQuest Vintage Swimwear,PathQuest,Sports & Outdoor,Swimwear,436.0,0.559,Premium,False,False
PQT-0019,PathQuest TechFeel Swimwear,PathQuest,Sports & Outdoor,Swimwear,161.0,0.674,Value,False,False
PQT-0020,PathQuest Durable Shell Jacket,PathQuest,Sports & Outdoor,Shell Jacket,294.0,0.869,Mid-Market,False,False
PQT-0021,PathQuest AirLite Sports Backpack,PathQuest,Sports & Outdoor,Sports Backpack,268.0,0.555,Mid-Market,False,False
PQT-0022,PathQuest Breeze Hiking Shoes,PathQuest,Sports & Outdoor,Hiking Shoes,117.0,0.638,Value,False,False
PQT-0023,PathQuest SunCore Swimwear,PathQuest,Sports & Outdoor,Swimwear,189.0,0.726,Value,False,False
PQT-0024,PathQuest Minimal Outdoor Sandals,PathQuest,Sports & Outdoor,Outdoor Sandals,343.0,0.928,Mid-Market,True,True
PQT-0025,PathQuest CloudSoft Training Shoes,PathQuest,Sports & Outdoor,Training Shoes,336.0,0.489,Mid-Market,False,False
PQT-0026,PathQuest Featherweight Swimwear,PathQuest,Sports & Outdoor,Swimwear,509.0,0.545,Premium,False,False
PQT-0027,PathQuest Classic Training Pants,PathQuest,Sports & Outdoor,Training Pants,265.0,0.771,Mid-Market,False,False
PQT-0028,PathQuest New Season Swimwear,PathQuest,Sports & Outdoor,Swimwear,166.0,0.836,Value,False,False
PQT-0029,PathQuest Everyday Training Pants,PathQuest,Sports & Outdoor,Training Pants,398.0,0.863,Premium,False,False
PQT-0030,PathQuest Comfort Fit Outdoor Sandals,PathQuest,Sports & Outdoor,Outdoor Sandals,247.0,0.562,Mid-Market,True,False
PQT-0031,PathQuest Urban Outdoor Sandals,PathQuest,Sports & Outdoor,Outdoor Sandals,428.0,0.546,Premium,False,False
PQT-0032,PathQuest Lumen Sports Backpack,PathQuest,Sports & Outdoor,Sports Backpack,534.0,0.751,Premium,False,False
PQT-0033,PathQuest Breathable Training Shoes,PathQuest,Sports & Outdoor,Training Shoes,315.0,0.747,Mid-Market,False,False
PQT-0034,PathQuest GripPro Shell Jacket,PathQuest,Sports & Outdoor,Shell Jacket,331.0,0.507,Mid-Market,False,False
PQT-0035,PathQuest CushionFlex Shell Jacket,PathQuest,Sports & Outdoor,Shell Jacket,221.0,0.591,Value,False,False
PQT-0036,PathQuest Trail Ready Swimwear,PathQuest,Sports & Outdoor,Swimwear,194.0,0.461,Value,True,False
PQT-0037,PathQuest Limited Training Pants,PathQuest,Sports & Outdoor,Training Pants,109.0,0.598,Value,False,False
PQT-0038,PathQuest Vintage Down Jacket,PathQuest,Sports & Outdoor,Down Jacket,132.0,0.601,Value,False,False
TFO-0001,TerraFlow Outfitters AirLite Training Pants,TerraFlow Outfitters,Sports & Outdoor,Training Pants,104.0,0.525,Value,False,False
TFO-0002,TerraFlow Outfitters Breeze Sports Backpack,TerraFlow Outfitters,Sports & Outdoor,Sports Backpack,382.0,0.47,Premium,False,False
TFO-0003,TerraFlow Outfitters SunCore Quick-Dry Tee,TerraFlow Outfitters,Sports & Outdoor,Quick-Dry Tee,251.0,0.554,Mid-Market,True,False
TFO-0004,TerraFlow Outfitters Minimal Sports Backpack,TerraFlow Outfitters,Sports & Outdoor,Sports Backpack,90.0,0.617,Value,False,True
TFO-0005,TerraFlow Outfitters CloudSoft Shell Jacket,TerraFlow Outfitters,Sports & Outdoor,Shell Jacket,201.0,0.669,Value,False,False
TFO-0006,TerraFlow Outfitters Featherweight Down Jacket,TerraFlow Outfitters,Sports & Outdoor,Down Jacket,100.0,0.529,Value,False,False
TFO-0007,TerraFlow Outfitters Classic Quick-Dry Tee,TerraFlow Outfitters,Sports & Outdoor,Quick-Dry Tee,293.0,0.814,Mid-Market,False,True
TFO-0008,TerraFlow Outfitters New Season Down Jacket,TerraFlow Outfitters,Sports & Outdoor,Down Jacket,414.0,0.9,Premium,False,False
TFO-0009,TerraFlow Outfitters Everyday Hiking Shoes,TerraFlow Outfitters,Sports & Outdoor,Hiking Shoes,324.0,0.638,Mid-Market,False,False
TFO-0010,TerraFlow Outfitters Comfort Fit Hiking Shoes,TerraFlow Outfitters,Sports & Outdoor,Hiking Shoes,314.0,0.454,Mid-Market,False,False
TFO-0011,TerraFlow Outfitters Urban Down Jacket,TerraFlow Outfitters,Sports & Outdoor,Down Jacket,315.0,0.592,Mid-Market,False,False
TFO-0012,TerraFlow Outfitters Lumen Yoga Set,TerraFlow Outfitters,Sports & Outdoor,Yoga Set,173.0,0.787,Value,False,False
TFO-0013,TerraFlow Outfitters Breathable Hiking Shoes,TerraFlow Outfitters,Sports & Outdoor,Hiking Shoes,309.0,0.55,Mid-Market,False,False
TFO-0014,TerraFlow Outfitters GripPro Swimwear,TerraFlow Outfitters,Sports & Outdoor,Swimwear,388.0,0.657,Premium,False,False
TFO-0015,TerraFlow Outfitters CushionFlex Down Jacket,TerraFlow Outfitters,Sports & Outdoor,Down Jacket,318.0,0.463,Mid-Market,False,False
TFO-0016,TerraFlow Outfitters Trail Ready Swimwear,TerraFlow Outfitters,Sports & Outdoor,Swimwear,120.0,0.885,Value,False,False
TFO-0017,TerraFlow Outfitters Limited Hiking Shoes,TerraFlow Outfitters,Sports & Outdoor,Hiking Shoes,365.0,0.907,Premium,False,False
TFO-0018,TerraFlow Outfitters Vintage Training Shoes,TerraFlow Outfitters,Sports & Outdoor,Training Shoes,298.0,0.792,Mid-Market,False,False
TFO-0019,TerraFlow Outfitters TechFeel Down Jacket,TerraFlow Outfitters,Sports & Outdoor,Down Jacket,269.0,0.661,Mid-Market,False,False
TFO-0020,TerraFlow Outfitters Durable Training Shoes,TerraFlow Outfitters,Sports & Outdoor,Training Shoes,223.0,0.536,Mid-Market,False,False
TFO-0021,TerraFlow Outfitters AirLite Sports Backpack,TerraFlow Outfitters,Sports & Outdoor,Sports Backpack,348.0,0.662,Mid-Market,False,False
TFO-0022,TerraFlow Outfitters Breeze Quick-Dry Tee,TerraFlow Outfitters,Sports & Outdoor,Quick-Dry Tee,294.0,0.502,Mid-Market,False,False
TFO-0023,TerraFlow Outfitters SunCore Down Jacket,TerraFlow Outfitters,Sports & Outdoor,Down Jacket,90.0,0.911,Value,False,False
TFO-0024,TerraFlow Outfitters Minimal Outdoor Sandals,TerraFlow Outfitters,Sports & Outdoor,Outdoor Sandals,488.0,0.489,Premium,False,False
TFO-0025,TerraFlow Outfitters CloudSoft Down Jacket,TerraFlow Outfitters,Sports & Outdoor,Down Jacket,314.0,0.402,Mid-Market,False,True
TFO-0026,TerraFlow Outfitters Featherweight Training Pants,TerraFlow Outfitters,Sports & Outdoor,Training Pants,268.0,0.572,Mid-Market,True,True
TFO-0027,TerraFlow Outfitters Classic Shell Jacket,TerraFlow Outfitters,Sports & Outdoor,Shell Jacket,214.0,0.49,Mid-Market,False,True
TFO-0028,TerraFlow Outfitters New Season Yoga Set,TerraFlow Outfitters,Sports & Outdoor,Yoga Set,211.0,0.711,Mid-Market,False,False
